customerid,firstname,lastname,address1,address2,city,state,zip,country,region,email,phone,creditcardtype,creditcard,creditcardexpiration,username,password,age,income,gender
13702,QOQTOD,ICXVRPTUXC,9166285430 Dell Way,,YNMOEDV,,0,Russia,2,ICXVRPTUXC@dell.com,9166285430,1,8704007524065674,2010/07,user13702,password,66,100000,F
13703,GMZUQI,WNDOCWJAZH,8231677867 Dell Way,,NMWRPRM,,0,Germany,2,WNDOCWJAZH@dell.com,8231677867,2,1244390815496444,2009/01,user13703,password,82,80000,F
13704,JPAAXX,NAMQXVQWDE,7099488843 Dell Way,,JAWYRJL,,0,France,2,NAMQXVQWDE@dell.com,7099488843,3,8922382697463036,2011/05,user13704,password,53,100000,M
13705,CYTZWH,AIYXEOUHTD,1381919435 Dell Way,,HQCZZOM,,0,Japan,2,AIYXEOUHTD@dell.com,1381919435,2,3990792225115001,2010/11,user13705,password,35,20000,M
13706,EXXAEX,JDVNRQVLUC,9488025571 Dell Way,,BWCBLPS,,0,France,2,JDVNRQVLUC@dell.com,9488025571,1,8961990220006556,2011/04,user13706,password,21,80000,F
13707,YQMDOW,GKJYAFKUHL,3154519922 Dell Way,,RKNCZFO,,0,UK,2,GKJYAFKUHL@dell.com,3154519922,3,7524233086034656,2010/06,user13707,password,50,100000,F
13708,CMPQIW,ASUBXEVFQM,6500480734 Dell Way,,PDPPJEN,,0,Germany,2,ASUBXEVFQM@dell.com,6500480734,2,1943207328673452,2008/09,user13708,password,23,60000,M
13709,ODLXZL,PUMMZISPVI,7299715645 Dell Way,,TKXCOLR,,0,Canada,2,PUMMZISPVI@dell.com,7299715645,4,3544563819188625,2010/11,user13709,password,79,20000,F
13710,ZQIZBX,TOKSWCISLC,6940045649 Dell Way,,CIERUWW,,0,France,2,TOKSWCISLC@dell.com,6940045649,1,8992116804234684,2010/12,user13710,password,23,100000,M
13711,SHYTFR,IPKFSTXDVA,7087848387 Dell Way,,MASGWOT,,0,Germany,2,IPKFSTXDVA@dell.com,7087848387,4,1652186070568859,2011/09,user13711,password,20,60000,F
13712,INENFN,CQSVJQZFRL,1666989488 Dell Way,,FJSCXLQ,,0,Germany,2,CQSVJQZFRL@dell.com,1666989488,4,2972179489210248,2011/09,user13712,password,77,20000,F
13713,IJOOWR,EPNOFMTXXY,4450618152 Dell Way,,GQBDBRS,,0,Canada,2,EPNOFMTXXY@dell.com,4450618152,5,9302653341554106,2008/09,user13713,password,26,20000,F
13714,MTQJLU,ZYJEKCBIBI,1749725188 Dell Way,,YCLAUEE,,0,Canada,2,ZYJEKCBIBI@dell.com,1749725188,1,3679402523208410,2012/03,user13714,password,52,100000,M
13715,FNBRIA,PRFAUHJWPI,6213490258 Dell Way,,YBITFMY,,0,Chile,2,PRFAUHJWPI@dell.com,6213490258,2,2045163281727582,2011/09,user13715,password,19,60000,M
13716,ONPXOE,PTFKBOGQWF,1869391746 Dell Way,,SFYXSWE,,0,Chile,2,PTFKBOGQWF@dell.com,1869391746,2,1665303933434188,2011/04,user13716,password,57,80000,M
13717,BHUPMK,JRUKGABDFT,2288915182 Dell Way,,JEQBAVJ,,0,Canada,2,JRUKGABDFT@dell.com,2288915182,3,9281690193340184,2010/12,user13717,password,64,40000,F
13718,YEQLOA,DIKJJLNOFW,7414024218 Dell Way,,SVXTRHW,,0,South Africa,2,DIKJJLNOFW@dell.com,7414024218,4,3670553069096059,2011/06,user13718,password,66,80000,F
13719,VJVKJY,TUICGVRLRK,8339313536 Dell Way,,HPDZWAU,,0,Germany,2,TUICGVRLRK@dell.com,8339313536,1,3532553327269852,2009/09,user13719,password,18,80000,M
13720,JLZTKS,OTVUONFGXN,3984599364 Dell Way,,WBMTBGI,,0,South Africa,2,OTVUONFGXN@dell.com,3984599364,4,2289659189525991,2008/08,user13720,password,75,80000,M
13721,GQTQJH,JEBYRHFPUB,7402878471 Dell Way,,QHUSNCP,,0,South Africa,2,JEBYRHFPUB@dell.com,7402878471,4,9392286421731116,2009/07,user13721,password,61,40000,M
13722,FBLPJV,ULTLTYBNZS,8016775161 Dell Way,,VUKIWAE,,0,Germany,2,ULTLTYBNZS@dell.com,8016775161,1,9282743819523604,2009/09,user13722,password,35,20000,M
13723,INNRIH,CCTVBUJBME,8494165362 Dell Way,,VXNSYSH,,0,Russia,2,CCTVBUJBME@dell.com,8494165362,2,1300189610105007,2010/06,user13723,password,27,60000,M
13724,QALZHO,BBKCWUDJZY,2559563550 Dell Way,,HMRFFYY,,0,Australia,2,BBKCWUDJZY@dell.com,2559563550,5,6254487990867347,2011/02,user13724,password,22,40000,M
13725,BVSJKT,LUWHOAQNZX,1135874300 Dell Way,,AQDGPBH,,0,Russia,2,LUWHOAQNZX@dell.com,1135874300,5,4564467502292246,2008/12,user13725,password,75,100000,M
13726,QOJAIU,UEBJESXEQY,3642100996 Dell Way,,UTEKULE,,0,South Africa,2,UEBJESXEQY@dell.com,3642100996,3,9305514927487820,2009/05,user13726,password,73,40000,M
13727,HOZPJU,ULEZDBDUZY,1298917597 Dell Way,,NDIIPME,,0,South Africa,2,ULEZDBDUZY@dell.com,1298917597,1,1838007662910968,2009/11,user13727,password,40,40000,F
13728,WJTGEN,RIMVKQPJOD,7272337282 Dell Way,,NWMCJQZ,,0,China,2,RIMVKQPJOD@dell.com,7272337282,1,7967120540793986,2010/05,user13728,password,27,80000,F
13729,MKNQXE,ZKAJBPSPTG,4536088808 Dell Way,,MFIVVIG,,0,Germany,2,ZKAJBPSPTG@dell.com,4536088808,1,1523931724485009,2011/02,user13729,password,70,20000,M
13730,DNGBSF,LSPNIHCBNP,7089966967 Dell Way,,HWLCFRQ,,0,Germany,2,LSPNIHCBNP@dell.com,7089966967,4,4289279516786337,2012/05,user13730,password,46,60000,M
13731,XSPQYB,INORVQSJFA,4959184607 Dell Way,,GQCLITB,,0,UK,2,INORVQSJFA@dell.com,4959184607,3,8309411964379252,2012/10,user13731,password,37,40000,M
13732,ZZIYAR,LOIGEBQKBW,7866327065 Dell Way,,BEIJXJJ,,0,China,2,LOIGEBQKBW@dell.com,7866327065,1,2890482432674616,2010/06,user13732,password,61,40000,F
13733,OPJPHU,DPBIRSTSOV,7817993612 Dell Way,,XWFUGOE,,0,UK,2,DPBIRSTSOV@dell.com,7817993612,2,6027767048683018,2009/12,user13733,password,78,80000,M
13734,LZDSUG,IVPANISCDP,9593788803 Dell Way,,ZJKFXPF,,0,Japan,2,IVPANISCDP@dell.com,9593788803,4,8913078332319857,2012/08,user13734,password,55,60000,F
13735,MPUGWC,CMDQVVTZLT,9429335481 Dell Way,,IWYFLEX,,0,France,2,CMDQVVTZLT@dell.com,9429335481,4,4056941429618746,2010/04,user13735,password,77,60000,M
13736,KJBHMD,TPUPLOOXHW,7734335266 Dell Way,,UGBFKZQ,,0,China,2,TPUPLOOXHW@dell.com,7734335266,5,8877512693405152,2008/10,user13736,password,52,100000,F
13737,VWNIAH,YVWJJKHQGB,9034324648 Dell Way,,WIHHHXP,,0,Australia,2,YVWJJKHQGB@dell.com,9034324648,3,1667235543020069,2011/12,user13737,password,82,100000,M
13738,TKDTSB,OOLXYSOFUL,8034639800 Dell Way,,NBSVZHW,,0,South Africa,2,OOLXYSOFUL@dell.com,8034639800,5,5882575759664178,2011/10,user13738,password,50,60000,M
13739,WQHOSW,CDUBWIGQTU,4100264700 Dell Way,,SMPRULN,,0,Germany,2,CDUBWIGQTU@dell.com,4100264700,1,3559639619197696,2008/07,user13739,password,76,80000,F
13740,LZXEWA,IQBEYIVSCN,7950401158 Dell Way,,ERFZCSN,,0,France,2,IQBEYIVSCN@dell.com,7950401158,5,6288503618910909,2009/08,user13740,password,38,80000,F
13741,HOFDON,TQSSYOLBBQ,9116594834 Dell Way,,SGPVZCG,,0,Russia,2,TQSSYOLBBQ@dell.com,9116594834,5,1251668801065534,2010/02,user13741,password,66,60000,F
13742,FUNUHH,KAAJOLLQBD,1267715837 Dell Way,,XQYWTFQ,,0,Japan,2,KAAJOLLQBD@dell.com,1267715837,4,2368296419735998,2008/04,user13742,password,70,60000,M
13743,MCIUKT,VKDJVOAXSX,1746227671 Dell Way,,NQUHVLX,,0,South Africa,2,VKDJVOAXSX@dell.com,1746227671,1,1214302222244441,2010/10,user13743,password,60,100000,F
13744,RHCBAX,LDHHSHEKFS,9919269448 Dell Way,,BAZXLXT,,0,Germany,2,LDHHSHEKFS@dell.com,9919269448,4,9282620710320772,2011/05,user13744,password,81,20000,F
13745,DECECN,IJVARAKWSL,9064060518 Dell Way,,XSJIQCV,,0,Japan,2,IJVARAKWSL@dell.com,9064060518,4,4670163711998612,2009/08,user13745,password,53,40000,M
13746,QJYSXG,CSHTTSQLEN,4692620121 Dell Way,,ENVUQRL,,0,Germany,2,CSHTTSQLEN@dell.com,4692620121,5,7996319344732911,2008/04,user13746,password,22,80000,M
13747,LTRIAU,BHNUZEGERL,5470309899 Dell Way,,RNGHERV,,0,Japan,2,BHNUZEGERL@dell.com,5470309899,3,6669149902183563,2012/08,user13747,password,49,80000,F
13748,ELLEGN,LTILYPPQAG,9556266434 Dell Way,,DGOIXJY,,0,China,2,LTILYPPQAG@dell.com,9556266434,3,2852500752080232,2011/12,user13748,password,89,80000,F
13749,LDIRQU,LZFJOUZOBD,9778367262 Dell Way,,UQMRZKB,,0,UK,2,LZFJOUZOBD@dell.com,9778367262,2,5842739566229284,2012/04,user13749,password,34,20000,M
13750,JLJAFU,ZLENGDBHHV,8653300308 Dell Way,,XTNXDOV,,0,Canada,2,ZLENGDBHHV@dell.com,8653300308,2,1809003780130297,2008/08,user13750,password,33,80000,M
13751,REZXZY,IDLOGNWOIU,9096592793 Dell Way,,HWRKLNO,,0,Chile,2,IDLOGNWOIU@dell.com,9096592793,4,4438954931218177,2010/11,user13751,password,31,60000,M
13752,JMKIKS,LWHSKDGTXN,1971141911 Dell Way,,PPYACMH,,0,UK,2,LWHSKDGTXN@dell.com,1971141911,4,5588253720663488,2012/11,user13752,password,90,60000,F
13753,MWNWPY,TWQDZWWXKM,4802598431 Dell Way,,MIMOVTO,,0,UK,2,TWQDZWWXKM@dell.com,4802598431,1,8906809343490750,2009/01,user13753,password,43,60000,M
13754,FZKVXE,ROIRLFOVRA,3051270855 Dell Way,,EDPZXEX,,0,China,2,ROIRLFOVRA@dell.com,3051270855,4,6241000699810684,2009/02,user13754,password,21,100000,F
13755,AGEYKW,MTOXYCTPDX,6326598580 Dell Way,,TSXQWUY,,0,Australia,2,MTOXYCTPDX@dell.com,6326598580,3,4568778277374804,2011/07,user13755,password,34,20000,M
13756,MGNXDA,QRXOUREXPX,9875570555 Dell Way,,QMNMHMP,,0,South Africa,2,QRXOUREXPX@dell.com,9875570555,5,6550605010241271,2010/03,user13756,password,69,20000,M
13757,ZROCRE,UPTOGXLVVB,2100944264 Dell Way,,IJOQVDN,,0,South Africa,2,UPTOGXLVVB@dell.com,2100944264,1,4285466811154038,2009/11,user13757,password,55,20000,M
13758,EOXVTR,KNGRLRNGTW,2443337947 Dell Way,,QHMLLAG,,0,Germany,2,KNGRLRNGTW@dell.com,2443337947,4,9008089140988888,2008/02,user13758,password,83,100000,F
13759,MTDGLO,TRGEJTLCPB,4617319462 Dell Way,,KCNVDUK,,0,Chile,2,TRGEJTLCPB@dell.com,4617319462,2,3638399782590568,2010/03,user13759,password,26,100000,M
13760,WZXHNQ,YTVHNHKDJU,3741247306 Dell Way,,FXQJRAQ,,0,Australia,2,YTVHNHKDJU@dell.com,3741247306,5,6432335208170117,2010/01,user13760,password,49,20000,M
13761,KAEXRD,RNLEVVHEQN,5093249079 Dell Way,,BHWTHNV,,0,Japan,2,RNLEVVHEQN@dell.com,5093249079,3,1819478233810514,2010/11,user13761,password,34,60000,F
13762,GPEYSV,MEAHAHMQVO,5662682761 Dell Way,,XRHFFCV,,0,Japan,2,MEAHAHMQVO@dell.com,5662682761,5,2498112469445914,2009/02,user13762,password,59,80000,F
13763,EUJXQV,BQDBXPSTDQ,6367787999 Dell Way,,KKVQNRH,,0,Australia,2,BQDBXPSTDQ@dell.com,6367787999,3,4643219359219074,2011/01,user13763,password,19,20000,F
13764,VOCLJD,BNEZCXSFND,5675529357 Dell Way,,QJUEABF,,0,Japan,2,BNEZCXSFND@dell.com,5675529357,3,4365924163255841,2010/08,user13764,password,57,80000,F
13765,CVWLYY,ZDYBAQHOUY,9017032816 Dell Way,,XOCXQHO,,0,Canada,2,ZDYBAQHOUY@dell.com,9017032816,5,7190444009378553,2010/06,user13765,password,49,100000,M
13766,GVAFUZ,JSAKJIYDGV,2955171157 Dell Way,,RJTHQHL,,0,Germany,2,JSAKJIYDGV@dell.com,2955171157,1,1471797259058803,2011/07,user13766,password,18,40000,M
13767,WFBQFK,IGVROTVVPM,4425353080 Dell Way,,EJUVQGI,,0,South Africa,2,IGVROTVVPM@dell.com,4425353080,2,5893079717643560,2012/05,user13767,password,74,80000,F
13768,ZVWFGF,LBXZVSUKFY,5541453544 Dell Way,,TATKGCH,,0,Japan,2,LBXZVSUKFY@dell.com,5541453544,5,6250825413502753,2012/08,user13768,password,43,20000,M
13769,EBUKGF,MEEHWZSBYL,9654845917 Dell Way,,BSWIUDZ,,0,China,2,MEEHWZSBYL@dell.com,9654845917,3,2998943446669727,2010/11,user13769,password,46,20000,F
13770,LXMSCY,WHGSHYUFKW,7415112500 Dell Way,,XHESKEA,,0,China,2,WHGSHYUFKW@dell.com,7415112500,2,9341050823219120,2011/08,user13770,password,21,80000,F
13771,YEUBDQ,JKJQIDVTAT,7353415946 Dell Way,,AFLLJMV,,0,Australia,2,JKJQIDVTAT@dell.com,7353415946,4,7266131752636284,2009/10,user13771,password,46,60000,M
13772,PEVTVE,DEVLIQEJKF,2572335969 Dell Way,,OVQXHLZ,,0,Australia,2,DEVLIQEJKF@dell.com,2572335969,4,4114300523884595,2012/01,user13772,password,72,80000,M
13773,YNKTSN,YNZHEEQOJE,7861107847 Dell Way,,KZCSLBS,,0,Japan,2,YNZHEEQOJE@dell.com,7861107847,1,6102556830272079,2012/10,user13773,password,38,60000,M
13774,VXMNLL,AKSFOITYMD,6518280921 Dell Way,,XPWIROY,,0,France,2,AKSFOITYMD@dell.com,6518280921,3,3370663044974208,2010/10,user13774,password,74,20000,M
13775,RRDDCD,NUJCDCAQGY,7565555478 Dell Way,,FCHWRFH,,0,Chile,2,NUJCDCAQGY@dell.com,7565555478,3,7292032369878144,2010/04,user13775,password,80,20000,F
13776,NGDPKQ,KTTOWTECRJ,1529769883 Dell Way,,FZGXENE,,0,UK,2,KTTOWTECRJ@dell.com,1529769883,5,4881443059537560,2009/09,user13776,password,58,40000,F
13777,UNWEEH,YXVURZXJJD,1441787753 Dell Way,,IPAMCEK,,0,Canada,2,YXVURZXJJD@dell.com,1441787753,5,5850449827499688,2011/05,user13777,password,85,20000,F
13778,LWJPDI,NYCEYANHDV,5891069171 Dell Way,,WEIZJSD,,0,France,2,NYCEYANHDV@dell.com,5891069171,4,2587507767602801,2012/08,user13778,password,32,20000,F
13779,BMQFUD,EXIDYVKCQH,1756121565 Dell Way,,GZGPRKA,,0,Chile,2,EXIDYVKCQH@dell.com,1756121565,1,2328680620063096,2011/05,user13779,password,36,80000,F
13780,TJRONW,MVZKRKMIRS,5622179783 Dell Way,,HYIYJIE,,0,France,2,MVZKRKMIRS@dell.com,5622179783,2,2162226454354822,2012/07,user13780,password,80,40000,F
13781,FAWTWI,PWTGGFOYYV,3181785649 Dell Way,,WGTGPYR,,0,Canada,2,PWTGGFOYYV@dell.com,3181785649,5,1030252769589424,2012/09,user13781,password,43,20000,M
13782,JAQGIF,CBLIHAGFVD,8989268080 Dell Way,,MPKCNBF,,0,Russia,2,CBLIHAGFVD@dell.com,8989268080,1,6198144355788828,2010/07,user13782,password,70,60000,M
13783,SCDBIF,DUOKUVQPZD,6367631173 Dell Way,,FJFSLKM,,0,China,2,DUOKUVQPZD@dell.com,6367631173,1,8988454314880074,2008/10,user13783,password,42,20000,F
13784,LEOTKR,NZCIUTXUWD,4382856835 Dell Way,,DBVPLIX,,0,Australia,2,NZCIUTXUWD@dell.com,4382856835,5,2764782387763262,2008/02,user13784,password,35,80000,M
13785,LFIVWW,VZEPTCKPGN,8624212174 Dell Way,,RBDCKBE,,0,Russia,2,VZEPTCKPGN@dell.com,8624212174,2,9208903665654362,2012/08,user13785,password,58,60000,F
13786,TYWQUR,QZHJCRYIFP,3261375663 Dell Way,,KISUJXO,,0,Chile,2,QZHJCRYIFP@dell.com,3261375663,3,2953612697776407,2012/01,user13786,password,76,100000,M
13787,STKNLA,NTJQKHYQXJ,2825415390 Dell Way,,YQEINSO,,0,Russia,2,NTJQKHYQXJ@dell.com,2825415390,4,6511190686374903,2009/07,user13787,password,54,100000,F
13788,GKVSKI,LTYWBXMZGL,1684504698 Dell Way,,PLTCEIV,,0,China,2,LTYWBXMZGL@dell.com,1684504698,3,6311673169024289,2011/12,user13788,password,60,100000,F
13789,ZTYKBJ,DAGFYSEEDU,2517858112 Dell Way,,QXWUFSD,,0,Chile,2,DAGFYSEEDU@dell.com,2517858112,4,9273537107743324,2008/04,user13789,password,80,40000,F
13790,PHRRRV,SXBQQGVTAL,1788215105 Dell Way,,RXFWPJD,,0,Russia,2,SXBQQGVTAL@dell.com,1788215105,1,9157086455263198,2010/11,user13790,password,37,80000,M
13791,OKEGGW,EHMUNHOOTF,3348627105 Dell Way,,LYBBHFV,,0,China,2,EHMUNHOOTF@dell.com,3348627105,4,8207413372583688,2008/01,user13791,password,55,80000,M
13792,XWVDSA,LFUZNJNGPZ,6828085052 Dell Way,,FRBNWXX,,0,Canada,2,LFUZNJNGPZ@dell.com,6828085052,4,3634033536072820,2011/03,user13792,password,88,40000,F
13793,VBGNBS,TWRHGFNVFT,8869094676 Dell Way,,MGGIDEM,,0,Russia,2,TWRHGFNVFT@dell.com,8869094676,4,5130044855177403,2008/09,user13793,password,69,40000,M
13794,UMBWEV,SWCYBQUGKG,8359436692 Dell Way,,NQPQVBL,,0,Japan,2,SWCYBQUGKG@dell.com,8359436692,5,8047326766885818,2010/08,user13794,password,18,20000,F
13795,MDGRZY,NCXPSSVDYJ,4223645246 Dell Way,,TOZPPLH,,0,France,2,NCXPSSVDYJ@dell.com,4223645246,1,9604896367061884,2012/01,user13795,password,20,40000,M
13796,EPFEOT,GMIZEECDNW,7835853038 Dell Way,,RNLGZSR,,0,China,2,GMIZEECDNW@dell.com,7835853038,4,3741848267614842,2012/08,user13796,password,66,40000,M
13797,GPZUIG,HRFLWHOJDF,7860932376 Dell Way,,XOMWHDF,,0,Australia,2,HRFLWHOJDF@dell.com,7860932376,3,8647601762320847,2010/03,user13797,password,33,40000,F
13798,UGFCMN,USYQZMADSX,5720085165 Dell Way,,REUZIAZ,,0,Australia,2,USYQZMADSX@dell.com,5720085165,5,5417550361715257,2011/01,user13798,password,72,20000,M
13799,AJZMWT,FUJEHJHAHZ,8252088061 Dell Way,,EBYMBYO,,0,Germany,2,FUJEHJHAHZ@dell.com,8252088061,1,3641488765366375,2012/10,user13799,password,49,80000,M
13800,URHRKM,MURTEZULYY,1345903923 Dell Way,,MXLOWZD,,0,Japan,2,MURTEZULYY@dell.com,1345903923,3,5892757408320904,2012/11,user13800,password,36,80000,M
13801,YYIJLU,DCOHBITAHG,4584575914 Dell Way,,YSUVSYM,,0,Russia,2,DCOHBITAHG@dell.com,4584575914,1,6241822469979525,2009/04,user13801,password,34,100000,F
13802,EGOPBS,RQATYTTGAS,1238682353 Dell Way,,YVNRTZK,,0,Canada,2,RQATYTTGAS@dell.com,1238682353,5,4933454298414290,2009/03,user13802,password,45,60000,F
13803,QCYSVQ,IWJHQDNQVM,5809112456 Dell Way,,LIDFIOJ,,0,China,2,IWJHQDNQVM@dell.com,5809112456,5,6981170874554665,2011/03,user13803,password,32,20000,M
13804,IBODRW,ABDQERGZDS,2110785080 Dell Way,,IHYQVHZ,,0,China,2,ABDQERGZDS@dell.com,2110785080,4,1842843560036271,2009/11,user13804,password,33,20000,F
13805,GSIYOI,ASYEJFENYN,8313889208 Dell Way,,UWDPEDY,,0,Chile,2,ASYEJFENYN@dell.com,8313889208,1,6397532590664924,2011/03,user13805,password,73,100000,M
13806,LEMANM,SMQCRVQPIK,9990720336 Dell Way,,MMAQQYX,,0,France,2,SMQCRVQPIK@dell.com,9990720336,3,2134157405234873,2009/04,user13806,password,89,80000,M
13807,EGSRSL,DJOVEELNOX,9448418099 Dell Way,,APNQNLC,,0,Germany,2,DJOVEELNOX@dell.com,9448418099,2,8029887923970819,2008/03,user13807,password,57,100000,F
13808,UQAMBE,VQZAUKOJIO,5736613813 Dell Way,,YVFMHHA,,0,Chile,2,VQZAUKOJIO@dell.com,5736613813,4,4717689928598702,2011/04,user13808,password,41,20000,F
13809,YDPAHL,QHLLSAUAOS,9859951897 Dell Way,,WUFDCFJ,,0,Japan,2,QHLLSAUAOS@dell.com,9859951897,4,4033014398533851,2009/02,user13809,password,49,60000,F
13810,OACWLS,EWEWXYXLRU,1778101974 Dell Way,,FWYICHX,,0,Australia,2,EWEWXYXLRU@dell.com,1778101974,2,4386260081082583,2008/09,user13810,password,75,40000,F
13811,UICFBH,CFDZEBLWVR,2433457217 Dell Way,,TUZVCXW,,0,Canada,2,CFDZEBLWVR@dell.com,2433457217,2,4220039581879974,2012/01,user13811,password,61,20000,M
13812,YFBZME,FQEJRPGNHZ,9322269488 Dell Way,,HHUJERN,,0,China,2,FQEJRPGNHZ@dell.com,9322269488,5,2613119041547179,2012/06,user13812,password,38,100000,F
13813,MXKZBP,PGZGVFUDFB,8664075043 Dell Way,,KZKORYX,,0,Germany,2,PGZGVFUDFB@dell.com,8664075043,1,6041099412832410,2009/05,user13813,password,45,80000,M
13814,HEVIUK,OURKALOFMY,5457871414 Dell Way,,FXNWWKL,,0,Russia,2,OURKALOFMY@dell.com,5457871414,1,1526643257588148,2012/05,user13814,password,78,80000,M
13815,ANZUXO,OOZOZNTMLY,3330114825 Dell Way,,JYVGJGY,,0,South Africa,2,OOZOZNTMLY@dell.com,3330114825,1,7475630381610245,2011/10,user13815,password,48,40000,M
13816,XHQVVE,KVTJINVUMF,4517418681 Dell Way,,THLCOKZ,,0,South Africa,2,KVTJINVUMF@dell.com,4517418681,4,4982935044914484,2009/02,user13816,password,71,20000,F
13817,ARWWWG,RPPZDLUPRN,3324063783 Dell Way,,WDPKNOF,,0,South Africa,2,RPPZDLUPRN@dell.com,3324063783,4,2048199890181422,2009/05,user13817,password,30,40000,F
13818,WGHSMY,ICYLOSAFFX,2900534321 Dell Way,,IVIVKOS,,0,Japan,2,ICYLOSAFFX@dell.com,2900534321,5,1125461512710899,2011/01,user13818,password,47,20000,M
13819,QIODGX,FFITYJYDGH,7265035110 Dell Way,,ZPDJDWA,,0,China,2,FFITYJYDGH@dell.com,7265035110,1,9547295651864260,2011/06,user13819,password,89,60000,F
13820,HDFOAK,TJDSSCWYKV,3267814314 Dell Way,,NNFRJFA,,0,Australia,2,TJDSSCWYKV@dell.com,3267814314,5,8053918123710901,2011/12,user13820,password,44,80000,F
13821,NZUNJO,WNGPQCOAYB,7182411413 Dell Way,,ODTYITA,,0,Germany,2,WNGPQCOAYB@dell.com,7182411413,4,3559226588346064,2011/02,user13821,password,21,100000,M
13822,AQEJEB,XKQNNFOLGD,8832347482 Dell Way,,OABXTCN,,0,France,2,XKQNNFOLGD@dell.com,8832347482,4,1405500051099807,2008/11,user13822,password,82,80000,M
13823,NWGRYD,CPRPUGABJP,8380179882 Dell Way,,BLNUNAF,,0,China,2,CPRPUGABJP@dell.com,8380179882,2,4756175751332194,2011/02,user13823,password,24,60000,M
13824,YTIWXK,LPZGVAHFQI,6149116902 Dell Way,,RDCEEIP,,0,UK,2,LPZGVAHFQI@dell.com,6149116902,5,6943357058335096,2011/02,user13824,password,31,40000,F
13825,YRXWBJ,LBPGCXMSFD,9059637032 Dell Way,,WIIAQXA,,0,Canada,2,LBPGCXMSFD@dell.com,9059637032,4,9207317696418614,2012/11,user13825,password,37,20000,M
13826,YYRAIC,BYJDVWWAZS,5288429536 Dell Way,,IHTZFUE,,0,Australia,2,BYJDVWWAZS@dell.com,5288429536,1,1740531040821224,2009/05,user13826,password,25,20000,F
13827,BWHJZJ,IINDFJEECN,7562503154 Dell Way,,MWMRQQU,,0,Canada,2,IINDFJEECN@dell.com,7562503154,5,5133335644844920,2008/12,user13827,password,64,40000,F
13828,MRKLBS,UOWZYAEBOR,1080600192 Dell Way,,XAJNRDQ,,0,France,2,UOWZYAEBOR@dell.com,1080600192,1,5343601481989026,2012/09,user13828,password,80,20000,F
13829,NKRPDL,EZLDAQEOHB,3663046634 Dell Way,,OQPGUFQ,,0,Russia,2,EZLDAQEOHB@dell.com,3663046634,1,7914855548180641,2008/12,user13829,password,75,40000,M
13830,FXDIJH,IUKIKOWSQL,5297612560 Dell Way,,IFSCKIX,,0,Russia,2,IUKIKOWSQL@dell.com,5297612560,4,7504430144093931,2010/06,user13830,password,87,100000,M
13831,VCZEKH,ZUPKJMCZYK,1595908723 Dell Way,,EQNPZKH,,0,France,2,ZUPKJMCZYK@dell.com,1595908723,1,9183093606494368,2010/12,user13831,password,83,20000,M
13832,ACAKJZ,FZKPMMPKXU,7326039377 Dell Way,,ALJZVRK,,0,UK,2,FZKPMMPKXU@dell.com,7326039377,2,4672756096348167,2011/03,user13832,password,57,60000,F
13833,QNRANX,AXMMJBWHVX,6463239624 Dell Way,,SFWOWHL,,0,Germany,2,AXMMJBWHVX@dell.com,6463239624,5,3385367790702730,2012/05,user13833,password,74,20000,F
13834,HTCUQC,RCPBEMIAJB,9089708103 Dell Way,,FFPCMBR,,0,Australia,2,RCPBEMIAJB@dell.com,9089708103,5,9425496724899860,2009/09,user13834,password,19,40000,M
13835,ULUKOL,NDNSPWSYXX,6333016436 Dell Way,,DMZQNRT,,0,France,2,NDNSPWSYXX@dell.com,6333016436,4,7556828584987671,2009/09,user13835,password,24,40000,F
13836,NBXBNK,FACUWVSTSW,9478166622 Dell Way,,GSNUJGF,,0,UK,2,FACUWVSTSW@dell.com,9478166622,5,3186481179203838,2011/01,user13836,password,56,20000,M
13837,OAPBKU,CNPYIISBFZ,8839026229 Dell Way,,TTTCZYB,,0,UK,2,CNPYIISBFZ@dell.com,8839026229,2,6222965048626066,2012/10,user13837,password,68,60000,F
13838,SALDVO,QLMZTFAZEU,3058463186 Dell Way,,SXXSWYQ,,0,Russia,2,QLMZTFAZEU@dell.com,3058463186,2,6501222725957633,2008/11,user13838,password,20,60000,M
13839,BWTXKK,JXJCDKCHFU,4030530362 Dell Way,,FCMBADU,,0,Chile,2,JXJCDKCHFU@dell.com,4030530362,2,3628905035089701,2009/06,user13839,password,70,100000,M
13840,PPKAZT,XJWAUYIZTN,7860834169 Dell Way,,BFPCIJI,,0,Japan,2,XJWAUYIZTN@dell.com,7860834169,4,9283447258174420,2008/05,user13840,password,75,80000,M
13841,KCYKWW,TSXORGNKUP,6969350241 Dell Way,,QJRYSAQ,,0,France,2,TSXORGNKUP@dell.com,6969350241,3,7100175145082176,2008/04,user13841,password,45,100000,M
13842,MXCIUW,BSKTYYESNU,9117879093 Dell Way,,BFTUGJH,,0,UK,2,BSKTYYESNU@dell.com,9117879093,5,9378404485527428,2009/04,user13842,password,82,100000,M
13843,UBDPYF,IJYGHCZVXB,1877293182 Dell Way,,BQWHZDF,,0,South Africa,2,IJYGHCZVXB@dell.com,1877293182,1,2074783309828490,2010/01,user13843,password,23,40000,M
13844,DJLCPT,LOASRZOOBP,3371974821 Dell Way,,EXXEBCB,,0,Canada,2,LOASRZOOBP@dell.com,3371974821,1,6160524153150619,2009/04,user13844,password,77,20000,F
